timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1665918616125,127,Delete Users,200,OK,endurance 1-24,text,true,,310,157,3,3,https://project3demo-appservice.azurewebsites.net/api/Users/9,127,0,0
1665918616125,144,Delete Users,200,OK,endurance 1-26,text,true,,313,158,3,3,https://project3demo-appservice.azurewebsites.net/api/Users/10,144,0,0
1665918616252,126,Get User by ID,200,OK,endurance 1-24,text,true,,310,157,3,3,https://project3demo-appservice.azurewebsites.net/api/Users/9,126,0,0
1665918616252,126,Get User by ID,200,OK,endurance 1-25,text,true,,310,157,3,3,https://project3demo-appservice.azurewebsites.net/api/Users/2,126,0,0
1665918616269,152,Get User by ID,200,OK,endurance 1-26,text,true,,313,158,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/10,152,0,0
1665918616568,551,Get Users,200,OK,endurance 1-27,text,true,,784,155,1,1,https://project3demo-appservice.azurewebsites.net/api/Users,551,0,417
1665918617119,144,Delete Users,200,OK,endurance 1-27,text,true,,310,157,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/4,144,0,0
1665918617263,130,Get User by ID,200,OK,endurance 1-27,text,true,,310,157,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/4,130,0,0
1665918618566,603,Get Users,200,OK,endurance 1-28,text,true,,784,155,1,1,https://project3demo-appservice.azurewebsites.net/api/Users,603,0,448
1665918619169,136,Delete Users,200,OK,endurance 1-28,text,true,,310,157,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/6,136,0,0
1665918619306,145,Get User by ID,200,OK,endurance 1-28,text,true,,310,157,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/6,145,0,0
1665918620568,556,Get Users,200,OK,endurance 1-29,text,true,,784,155,1,1,https://project3demo-appservice.azurewebsites.net/api/Users,556,0,408
1665918621124,129,Delete Users,200,OK,endurance 1-29,text,true,,310,157,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/8,129,0,0
1665918621254,144,Get User by ID,200,OK,endurance 1-29,text,true,,310,157,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/8,144,0,0
1665918622583,560,Get Users,200,OK,endurance 1-30,text,true,,784,155,1,1,https://project3demo-appservice.azurewebsites.net/api/Users,560,0,412
1665918623144,139,Delete Users,200,OK,endurance 1-30,text,true,,313,158,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/10,139,0,0
1665918623283,135,Get User by ID,200,OK,endurance 1-30,text,true,,313,158,1,1,https://project3demo-appservice.azurewebsites.net/api/Users/10,135,0,0
